box,folder_number,foldername_short,foldername_full,doc_id,filename,author,title,date,first_page,last_page,metadata_added_by,doc_type,recipients,cced,notes,metadata_specialist_notes,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,24,1_1_committee_on_machine_methods_24,"Morse, Philip M.",Committee on Machine Methods of Computation; Minutes of the Sixth Meeting; Academic Year '51-'52,1952-02-13,38,38,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,25,1_1_committee_on_machine_methods_25,"Morse, Philip M.",Committee on Machine Methods of Computation; Minutes of the Seventh Meeting; Academic Year '51-'52,1952-03-12,39,39,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,26,1_1_committee_on_machine_methods_26,"Morse, Philip M.",Committee on Machine Methods of Computation; Minutes of the Eighth Meeting; Academic Year '51-'52,1952-03-20,40,40,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,27,1_1_committee_on_machine_methods_27,"Morse, Philip M.",Committee on Machine Methods of Computation; Minutes of the Ninth Meeting; Academic Year '51-'52,1952-04-09,41,43,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,28,1_1_committee_on_machine_methods_28,"Morse, Philip M.",Committee on Machine Methods of Computation; Minutes of the Tenth Meeting; Academic Year '51-'52,1952-04-18,44,45,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,29,1_1_committee_on_machine_methods_29,"Morse, Philip M.",Committee on Machine Methods of Computation; Minutes of the Eleventh Meeting; Academic Year '51-'52,1952-05-07,46,47,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,30,1_1_committee_on_machine_methods_30,"Morse, Philip M.",List of Appointees; Committee on Machine Methods of Computation; 1952-1953,,48,48,mingfei,list,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,31,1_1_committee_on_machine_methods_31,"Morse, Philip M.",Committee on Machine Methods of Computation; Minutes of the First Meeting; Academic Year '52-'53,1952-09-02,49,50,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,32,1_1_committee_on_machine_methods_32,"Morse, Philip M.",Committee on Machine Methods of Computation; Minutes of the Second Meeting; Academic Year '52-'53,1952-10-01,51,51,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,33,1_1_committee_on_machine_methods_33,"Morse, Philip M.",Committee on Machine Methods of Computation; Minutes of the Third Meeting; Academic Year '52-'53,1952-11-05,52,53,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,34,1_1_committee_on_machine_methods_34,"Morse, Philip M.",Committee on Machine Methods of Computation; Minutes of the Fourth Meeting; Academic Year '52-'53,1952-12-03,54,54,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,35,1_1_committee_on_machine_methods_35,"Morse, Philip M.",Committee on Machine Methods of Computation; Minutes of the Fifth Meeting; Academic Year '52-'53,1953-01-07,55,55,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,36,1_1_committee_on_machine_methods_36,"Morse, Philip M.",Committee on Machine Methods of Computation; Minutes of the Sixth Meeting; Academic Year '52-'53,1953-02-03,56,56,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,37,1_1_committee_on_machine_methods_37,"Morse, Philip M.","Committee on Machine Methods of Computation; Minutes of the Seventh Meeting; March 11, 1953",1953-03-11,57,57,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,38,1_1_committee_on_machine_methods_38,"Morse, Philip M.","Committee on Machine Methods of Computation; Minutes of the Eighth Meeting; April 9, 1953",1953-04-09,58,58,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,39,1_1_committee_on_machine_methods_39,"Morse, Philip M.","Committee on Machine Methods of Computation; Minutes of the Ninth Meeting; May 6, 1953",1953-05-06,59,59,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,40,1_1_committee_on_machine_methods_40,"Morse, Philip M.","Committee on Machine Methods of Computation; Minutes of the First Meeting; October 1, 1953",1953-10-01,60,60,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,41,1_1_committee_on_machine_methods_41,"Morse, Philip M.","Committee on Machine Methods of Computation; Minutes of the Second Meeting; October 26, 1953",1953-10-26,61,62,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,42,1_1_committee_on_machine_methods_42,"Morse, Philip M.","Committee on Machine Methods of Computation; Minutes of the Third Meeting; December 3, 1953",1953-12-03,63,64,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,43,1_1_committee_on_machine_methods_43,"Morse, Philip M.","Committee on Machine Methods of Computation; Minutes of the Fourth Meeting; January 7, 1954",1954-01-07,65,65,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,44,1_1_committee_on_machine_methods_44,"Morse, Philip M.","Committee on Machine Methods of Computation; Minutes of the Fifth Meeting; January 15, 1954",1954-01-15,66,66,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,45,1_1_committee_on_machine_methods_45,"Morse, Philip M.","Committee on Machine Methods of Computation; Minutes of the Sixth Meeting; February 11, 1954",1954-02-11,67,67,mingfei,minutes,unknown,unknown,"Makes reference to attached memo, which is next entry",,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,46,1_1_committee_on_machine_methods_46,"Morse, Philip M.",Proposed Conference on Mathematical Tables ,1954-02-11,68,70,mingfei,memo; draft,"Stratton, J. A.",unknown,Above entry suggests this was a draft; draft was approved but this may not be the one that J. A. Stratton actually saw,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,47,1_1_committee_on_machine_methods_47,"Morse, Philip M.","Committee on Machine Methods of Computation; Minutes of the Seventh Meeting; March 10, 1954",1954-03-10,71,71,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,48,1_1_committee_on_machine_methods_48,"Morse, Philip M.","Committee on Machine Methods of Computation; Minutes of the Eighth Meeting; April 7, 1954",1954-04-07,72,72,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,49,1_1_committee_on_machine_methods_49,"Morse, Philip M.","Committee on Machine Methods of Computation; Minutes of the Ninth Meeting; April 28, 1954",1954-04-28,73,73,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,50,1_1_committee_on_machine_methods_50,"Morse, Philip M.","Committee on Machine Methods of Computation; Minutes of the First Meeting; November 3, 1954",1954-11-03,74,74,mingfei,minutes,unknown,unknown,"Makes reference to appended letter, which does not appear to be present",,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,51,1_1_committee_on_machine_methods_51,unknown,Appointments for 1954-1955 on Machine Project,,75,75,mingfei,roster,unknown,unknown,Unsure of doc type,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,52,1_1_committee_on_machine_methods_52,"Morse, Philip M.","Committee on Machine Methods of Computation; Minutes of the Second Meeting; December 1, 1954",1954-12-01,76,76,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,53,1_1_committee_on_machine_methods_53,"Morse, Philip M.","Committee on Machine Methods of Computation; Minutes of the Third Meeting; January 12, 1955",1955-01-12,77,77,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,54,1_1_committee_on_machine_methods_54,"Morse, Philip M.","Committee on Machine Methods of Computation; Minutes of the Fourth Meeting; February 15, 1955",1955-02-15,78,78,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,55,1_1_committee_on_machine_methods_55,"Morse, Philip M.","Committee on Machine Methods of Computation; Minutes of the Fifth Meeting; March 3, 1955",1955-03-03,79,80,mingfei,minutes,unknown,unknown,Second page has fold back from first page visible in image,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,56,1_1_committee_on_machine_methods_56,"Morse, Philip M.","Committee on Machine Methods of Computation; Minutes of the Sixth Meeting; April 7, 1955",1955-04-07,81,81,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,57,1_1_committee_on_machine_methods_57,"Morse, Philip M.","Committee on Machine Methods of Computation; Minutes of the First Meeting; September 28, 1955",1955-09-28,82,82,mingfei,minutes,unknown,unknown,Reference to new IBM 704 machine,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,58,1_1_committee_on_machine_methods_58,unknown,"Research Assistants on Machine Computation Project, 1955-1956",,83,83,mingfei,roster,unknown,unknown,Stapled to previous entry,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,59,1_1_committee_on_machine_methods_59,"Morse, Philip M.","Committee on Machine Methods of Computation; Minutes of the Second Meeting; November 15, 1955",1955-11-15,84,84,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,60,1_1_committee_on_machine_methods_60,"Morse, Philip M.","Committee on Machine Methods of Computation; Minutes of the Third Meeting; January 25, 1956",1956-01-25,85,85,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,61,1_1_committee_on_machine_methods_61,"Morse, Philip M.","Minutes of Meeting, January 9, 1956 of Institutional Representatives with IBM and MIT Staff, to Discuss Plans for the Computation Center",1956-01-09,86,88,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,62,1_1_committee_on_machine_methods_62,"Morse, Philip M.","Committee on Machine Methods of Computation; Minutes of the Fourth Meeting; April 3, 1956",1956-04-03,89,89,mingfei,minutes,unknown,unknown,This is the last complete minutes of a Committee on Machine Methods of Computation meeting in this box,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,63,1_1_committee_on_machine_methods_63,"Morse, Philip M.","Executive Committee on the Library; Minutes of the Sixth Meeting; May 16, 1956",1956-05-16,90,90,mingfei,minutes,unknown,unknown,,,,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1957,64,1_1_committee_on_machine_methods_64,"Corbató, Fernando J. ","(Rough draft of) Minutes of M.I.T. Machine Computation Committee; March 19, 1957",1957-03-19,91,92,mingfei,minutes; draft,unknown,unknown,,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",1,1_2_project_proposal_contract_1,"Morse, Philip M.","Proposal for Research and Training Project in Applied Mathematics, using large-scale Computing Equipment, particularly Whirlwind",1951-02-20,1,3,stephan,proposal,"Sage, Nathaniel M.",unknown,,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",2,1_2_project_proposal_contract_2,"Morse, Philip M.","Proposal for Research and Training Project in Applied Mathematics, using large-scale Computing Equipment, particularly Whirlwind",1951-02-20,4,6,stephan,proposal,"Sage, Nathaniel M.",unknown,Copy of 1_project_proposal_contract_1,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",3,1_2_project_proposal_contract_3,unknown,Draft Of Letter To ONR,1951-02-16,7,7,dina,letter,unknown,unknown,multiple senders/recipients,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",4,1_2_project_proposal_contract_4,"Morse, Philip M.","Proposal for Research and Training Project in Applied Mathematics, using large-scale Computing Equipment, particularly Whirlwind",1951-02-20,8,11,howard,proposal,"Sage, Nathaniel M.",unknown,,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",5,1_2_project_proposal_contract_5,"Mealy, M. E.",Notice of Receipt of Signed Contract,1956-05-23,12,12,elena,receipt,unknown,unknown,multiple recipients,should we include multiple recipients on receipts?,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",6,1_2_project_proposal_contract_6,"Grad, Arthur",Letter to R. P. Webber,1957-04-17,13,13,stephan,letter,"Webber, R. P.","Morse, Philip M.",,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",7,1_2_project_proposal_contract_7,"Mealy, M. E.",Notice of Receipt of Signed Contract,1956-05-23,14,14,stephan,receipt,unknown,unknown,,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",8,1_2_project_proposal_contract_8,ONR/Washington,Amendment 24 to Contract N5ori-60,1956-04-30,15,16,carol,contract ,MIT,unknown,,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",9,1_2_project_proposal_contract_9,ONR/Washington,Amendment 17 to Contract N5ori-60,1956-04-30,17,23,felix,contract; amendment,MIT,unknown,page 4 missing?,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",10,1_2_project_proposal_contract_10,"Beckley, L. E.",Revised Proposal for Extension to Contract N5ori-06001,1956-01-23,24,27,myke,proposal,ONR/Boston,"ONR/MIT; ONR/Washington; Giroux, F. A.; Floe, C. F.; Morse, Philip M.; Verzuh, F. M.",Contract Number N5ori-06001,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",11,1_2_project_proposal_contract_11,"Beckley, L. E.",Revised Proposal for Extension to Contract N5ori-06001,1956-01-23,28,31,myke,proposal,ONR/Boston,"ONR/MIT; ONR/Washington; Giroux, F. A.; Floe, C. F.; Morse, Philip M.; Verzuh, F. M.",Contract Number N5ori-06001; copy of previous one,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",12,1_2_project_proposal_contract_12,"Mealy, M. E.",Notice of Receipt of Signed Contract,,32,32,stephan,receipt,unknown,unknown,scan cut off half of the page,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",13,1_2_project_proposal_contract_13,"Mealy, M. E.",Notice of Contract Pending,1956-05-02,34,34,mingfei,notice,"Morse, Philip M.",unknown,,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",14,1_2_project_proposal_contract_14,"Bond, Doris",Change in Project Supervisor,1956-01-25,33,33,emily,notice,unknown,unknown,,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",15,1_2_project_proposal_contract_15,"Morse, Philip M.",Blank invoice sheet for Project No. - 2-6345,,35,35,ife,unknown,unknown,unknown,,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",16,1_2_project_proposal_contract_16,"Rogers, A. P.","Property Numbering - Projects in the 7,000's",,36,36,kate,notice,unknown,unknown,,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",17,1_2_project_proposal_contract_17,"Beckley, L. E.",Letter to the Director of Office of Naval Research,1956-01-18,37,39,samantha,letter,ONR/Boston,unknown,,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",18,1_2_project_proposal_contract_18,"Beckley, L. E.",Letter to the Director of the Office of Naval Research,1956-01-18,40,42,sophia,letter,ONR/Boston,unknown,Copy of 1_project_proposal_contract_17,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",19,1_2_project_proposal_contract_19,"Bond, Doris",Notice of Reciept of Signed Contract,1955-06-30,43,43,isaac,receipt,DIC Fiscal Patent Office,unknown,,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",20,1_2_project_proposal_contract_20,ONR/Washington,Amendment 23 to Contract N5ori-60,1955-06-30,44,44,keith,contract; amendment,MIT,unknown,,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",21,1_2_project_proposal_contract_21,"Bond, Doris",Notice of Contract Pending,1955-09-06,45,45,stephan,notice,unknown,unknown,,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",22,1_2_project_proposal_contract_22,"Beckley, L. E.",Letter to the Director of the Office of Naval Research,1955-04-14,46,46,elsa,letter,ONR/Boston,"Soderberg, C. R.; ONR/MIT; ONR/Washington; Giroux, F. A.; Morse, Philip M.; Porter, J. D.",,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",23,1_2_project_proposal_contract_23,"Morse, Philip M.; Porter, J.D.",Continuation of Contract N5ori06001,1955-04-06,47,48,charlotte,memo,"Millikan, M. F.; Kindleberger, C. P.; Alexander, S. S.; Orcutt, G. H.; Mosteller, C. F.; Verzuh, F. M.; Corbató, Fernando J.  ; Newman, E. B.; Arden, Dean N.; Stratton, J. A.; Herring, unknown; Buchanan, Norman S.",unknown,,//Mingfei: is this actually a memo? Seems to be a request for funds,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",24,1_2_project_proposal_contract_24,"Morse, Philip M.; Porter, J.D.",Continuation of Contract N5ori06001,1955-04-06,49,50,kelsey,memo,"Millikan, M. F.; Kindleberger, C. P.; Alexander, S. S.; Orcutt, G. H.; Mosteller, C. F.; Verzuh, F. M.; Corbató, Fernando J.  ",unknown,,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",25,1_2_project_proposal_contract_25,"Morse, Philip M.; Porter, J.D.",Continuation of Contract N5ori06001,1955-04-06,51,52,shobhita,memo,"Foster, F. Leroy",unknown,,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",26,1_2_project_proposal_contract_26,"Morse, Philip M.; Porter, J.D.",Continuation of Contract N5ori06001,1955-04-06,53,54,assel,memo,"Foster, F. Leroy",unknown,,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",27,1_2_project_proposal_contract_27,"Morse, Philip M.; Porter, J.D.",Continuation of Contract N5ori06001,1955-04-06,55,56,maritza,memo,"Foster, F. Leroy",unknown,,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",28,1_2_project_proposal_contract_28,"Morse, Philip M.; Porter, J.D.",Continuation of Contract N5ori06001 Rough Draft,1955-04-01,57,58,mingfei,memo draft,"Foster, F. Leroy","Forrester, Jay W.",likely that this was a draft that was never sent out,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",29,1_2_project_proposal_contract_29,unknown,Continuation of Contract N5ori06001 Handwritten Rough Draft,,59,60,mingfei,memo draft,unknown,unknown,"appears to be a handwritten draft of ""Continuation of Contract N5ori06001""","//Mingfei: Likely that authors are still Morse and Porter, but it isn't explicitly said. Should it be left unknown or guessed?",,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",30,1_2_project_proposal_contract_30,unknown,Comments on Attached Proposal for Continuation of Contract N5ori06001,,61,61,mingfei,addendum,unknown,unknown,should be attached to previous documents?,,,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",31,1_2_project_proposal_contract_31,"Porter, Jack D.",Letter to P. M. Morse,1955-04-01,62,62,kate,letter,"Morse, Philip M.",unknown,,,,,
